"SlNo","ItemCode","Item Name","UOM","Stock","LRD","LID","Value","BalValue","W/of Date","C/R/I/ST","Location",""
"1257","4619044","SKF/NTN/TIMKEN MAKE BEARING H 913849/","NOS","4","24-Nov-2017","21-Dec-2016","14960.00","","","","",""
"1258","4619045","SKF/FAG/TIMKEN  MAKE BEARING 32209 J2/Q","NOS","3","29-Jan-2018","28-Jul-2007","20135.40","","","","",""
"1259","4619048","SKF/NTN/TIMKEN MAKE BEARING 30212 J2/Q","NOS","8","24-Nov-2017","27-Aug-2016","7245.00","","","","",""
"1260","4619057","SKF/NTN(4T-30310D)/TIMKEN MAKE BEARING  31310","NOS","6","24-Nov-2017","13-May-2016","7738.00","","","","",""
"1261","4619063","SKF/NTN/TIMKEN MAKE BEARING 30306 J2/QCLN .","NOS","6","9-Nov-2017","21-Dec-2016","-2106.36","","","","",""
"1262","4619065","SKF/NTN(4T-30309D)/TIMKEN MAKE BEARING 31309 J","NOS","4","24-Nov-2017","11-Apr-2018","7009.33","","","","",""
"1263","4619066","SKF/NTN/TIMKEN MAKE BEARING 32212 J2/Q","NOS","6","24-Nov-2017","3-Jul-2018","12978.00","","","","",""
"1264","4619078","SKF/FAG/TIMKEN MAKE BEARING 32008 X / Q","NOS","3","17-Nov-2017","11-May-2017","1215.09","","","","",""
"1265","4619079","BEARING SKF 32007 X / Q","NOS","6","15-Oct-2003","12-Feb-2016","182.09","","","","",""
"1266","4619090","SKF/NTN/TIMKEN MAKE BEARING 33019J2/ Q","NOS","4","24-Nov-2017","21-Dec-2016","15581.00","","","","",""
"1267","4619099","SKF/FAG/TIMKEN MAKE BEARING 32006 X/Q","NOS","3","29-Jan-2018","11-May-2017","7425.90","","","","",""
"1268","4619100","SKF/NTN/TIMKEN MAKE BEARING 31313 J2/QCL7C","NOS","2","9-Nov-2017","24-Dec-2016","4564.00","","","","",""
"1269","4620003","SEAL MASTER BEARING ASSEMBLY SUITABLE FOR 1","NOS","14","16-Sep-2000","23-Dec-1998","122.68","","","","",""
"1270","4620004","SEAL MASTER BEARING ASSEMBLY SUITABLE  1.5"" S","NOS","2","10-Feb-1998","10-Jan-2008","71.76","","","","",""
"1271","4620019","SKF/NTN(UCF 212D1)/TIMKEN MAKE BEARING FYJ","NOS","1","9-Nov-2017","24-Dec-2016","3319.00","","","","",""
"1272","4622001","SKF/M&M/SIBCO MAKE PLUMMER BLOCK","NOS","2","14-Feb-2017","11-May-2018","8000.10","","","","",""
"1273","4622004","SKF/M&M/SIBCO MAKE PLUMMER BLOCK HOUSING S","NOS","2","26-Nov-2016","24-May-2016","3816.00","","","","",""
"1274","4622005","SKF/M&M/SIBCO MAKE PLUMMER BLOCK HOUSING","NOS","4","26-Nov-2016","24-May-2016","8323.00","","","","",""
"1275","4622009","PLUMMER BLOCK SN 528.MAKE: SIBCO/M&M / SKF","NOS","2","26-Sep-2015","7-May-2015","39938.00","","","","",""
"1276","4622010","PLUMMER BLOCK SN 524","NOS","3","8-Sep-2006","12-Jul-2018","724.18","","","","",""
"1277","4622011","PLUMMER BLOCK SN 520","NOS","7","20-Jul-2005","23-Jan-2013","6088.70","","","","",""
"1278","4622023","SKF/M&M/ZKL MAKE PLUMMER BLOCK. SIZE SNL 5","NOS","2","21-Jan-2015","30-Oct-2014","6140.00","","","","",""
"1279","4623001","ADAPTOR SLEEVE WITH NUT AND LOCK WASHER H","NOS","76","8-Dec-2006","1-Jan-2018","8791.76","","","","",""
"1280","4623002","SIBCO(SKF)/M&M/ZKL MAKE ADOPTOR SLEEVE (TA","NOS","20","4-Nov-2016","22-Apr-2017","6525.00","","","","",""
"1281","4623003","SKF/SIBCO/M&M MAKE ADAPTOR SLEEVE(TAPER","NOS","40","21-Jun-2018","29-Mar-2018","","","","","",""
"1282","4623008","SIBCO(SKF)/M&M/ZKL MAKE ADOPTOR SLEEVE (TA","NOS","3","4-Nov-2016","22-Apr-2017","801.60","","","","",""
"1283","4623014","ADAPTOR SLEEVE WITH LOCK NUT AND LOCK WAS","NOS","6","8-Sep-2006","17-Nov-2015","4407.75","","","","",""
"1284","4623016","SKF/SIBCO/M&M MAKE ADAPTOR SLEEVE(TAPER","NOS","45","21-Jun-2018","5-Sep-2017","","","","","",""
"1285","4623017","SKF/SIBCO/M&M MAKE ADAPTOR SLEEVE(TAPER C","NOS","30","13-Jul-2018","25-Mar-2017","","","","","",""
"1286","4623019","SKF/SIBCO/M&M MAKE ADAPTOR SLEEVE(TAPER C","NOS","2","21-Jun-2018","7-Sep-2017","","","","","",""
"1287","4623021","ADAPTER SLEEVE,LOCK NUT AND WASHER  - H 312","NOS","4","26-Mar-2018","3-Jan-2017","1380.00","","","","",""
"1288","4623023","SKF/SIBCO/M&M MAKE ADAPTOR SLEEVE(TAPER","NOS","45","13-Jul-2018","2-Sep-2017","6180.00","","","","",""
"1289","4623024","SIBCO(SKF)/M&M/ZKL MAKE ADOPTOR SLEEVE (TA","NOS","4","4-Nov-2016","2-Jun-2016","2279.00","","","","",""
"1290","4623025","ADAPTER SLEEVE WITH LOCK NUT AND LOCK WAS","NOS","26","12-Sep-2005","5-Mar-2016","4166.86","","","","",""
"1291","4623027","ADAPTOR SLEEVE WITH LOCK NUT AND LOCK WAS","NOS","7","8-Sep-2006","17-Nov-2015","10000.44","","","","",""
"1292","4623032","ADAPTOR SLEEVES WITH LOCK NUT & WASHER H 3","NOS","2","8-Sep-2006","12-Jul-2018","204.53","","","","",""
"1293","4623036","LOCK NUT - KM 12","NOS","20","26-Mar-2018","2-Sep-2017","2780.00","","","","",""
"1294","4623042","LOCK NUT- KM 11","NOS","10","26-Mar-2018","2-Sep-2017","1236.00","","","","",""
"1295","4623052","ADAPTOR SLEEVE, LOCK NUT AND WASHER - H 309","NOS","9","26-Mar-2018","16-Jun-2018","5150.00","","","","",""
"1296","4623054","LOCK WASHER-  MB 12","NOS","20","26-Mar-2018","2-Sep-2017","515.00","","","","",""
"1297","4623055","LOCK WASHER- MB 11","NOS","10","26-Mar-2018","2-Sep-2017","206.00","","","","",""
"1298","4623058","ADAPTOR SLEEVE,LOCK NUT AND WASHER - H 209","NOS","10","26-Mar-2018","7-Feb-2017","1957.00","","","","",""
"1299","4626002","BEARING SN515","NOS","3","","21-Apr-2008","2.98","","","","",""
"1300","4633001","BEARING 22313 EK/C3.","NOS","32","5-Apr-2018","13-May-2017","138556.60","","","","",""
"1301","4701003","FABRICATION & SUPPLY OF ELEVATOR BUCKET AS","NOS","25","13-Feb-2015","24-Oct-2016","12497.81","","","","",""
"1302","4702031","ELEVATOR DRUM AS PER DRG NO. M.813 BOTTOM D","NOS","6","10-Jun-2002","17-Sep-2016","520.50","","","","",""
"1303","4703001","CARRYING IDLER SET TWO ROLLER TYPE 250 MM C","NOS","5","29-Jun-2017","4-Jan-2018","1778.33","","","","",""
"1304","4703002","IDLER SET RETURN SINGLE ROLLER TYPE 250 MM C","NOS","10","29-Jun-2017","5-Mar-2016","5690.00","","","","",""
"1305","4703014","CONVEYOR IDLER FRAME 350mm","NOS","2","2-Apr-2004","26-May-2015","38.20","","","","",""
"1306","4703016","SINGLE ROLLER TOP FLAT FOR  600MM CONVEYOR","NOS","5","20-Jun-2016","20-Mar-2004","4127.00","","","","",""
"1307","4703019","RUBBER LINED IDLER FOR 600 MM CONVEYOR AS P","NOS","5","20-Jun-2016","5-Aug-2015","11914.00","","","","",""
"1308","4703020","RETURN IDLER FOR 600 MM CONVEYOR AS PER","NOS","10","29-Jun-2017","24-Oct-2016","7878.00","","","","",""
"1309","4703021","RETURN IDLER FOR 600 MM CONVEYOR AS PER DR","NOS","10","29-Jun-2017","7-Sep-2016","7916.00","","","","",""
"1310","4703022","RETURN IDLER FOR 600 MM CONVEYOR   AS PER D","NOS","10","29-Jun-2017","19-Jun-2018","13198.00","","","","",""
"1311","4705001","TAIL DRUM 350MM CONVEYOR","NOS","1","24-Feb-1997","5-Mar-1998","90.15","","","","",""
"1312","4705021","M.S. ADJUSTMENT ROD FOR CONVEYOR AS PER","NOS","20","25-May-2017","9-Jun-2017","12150.00","","","","",""
"1313","4705022","-DO- TYPE- I, 12 X 300 MM.","NOS","20","25-May-2017","9-Jun-2017","10260.00","","","","",""
"1314","4705039","CONVEYOR 600mm DRUM SIZE 700 X 275 X 1000 X 7","NOS","1","17-Oct-1998","","210.32","","","","",""
"1315","4705046","CONVEYOR 600mm DRUM SIZE 700 X 450 X 1140 X 5","NOS","1","17-Oct-1998","5-Jun-2000","406.43","","","","",""
"1316","4705047","CONVEYOR 600mm DRUM SIZE 700 X 450 X 1140 X 6","NOS","1","17-Oct-1998","","477.48","","","","",""
"1317","4705050","CONVEYOR 600mm DRUM SIZE 700 X 450 X 1180 X 5","NOS","2","17-Oct-1998","","414.95","","","","",""
"1318","4705052","CONVEYOR 600mm DRUM SIZE 700 X 400 X 1120 X 7","NOS","1","17-Oct-1998","","443.37","","","","",""
"1319","4705080","DRUMS FOR 350 MM BELT CONVEYOR AS PER DRG","NOS","3","13-Nov-2006","6-Jan-2015","775.53","","","","",""
"1320","4705081","FABRICATION AND SUPPLY OF SNUB DRUM AS PER","NOS","1","17-Sep-2013","14-Oct-2014","12820.00","","","","",""
"1321","4705082","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1322","4705083","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1323","4705084","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1324","4705085","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1325","4705086","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1326","4705087","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1327","4705088","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1328","4705089","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1329","4705090","FABRICATION&SUPPLY OF RUBBER LINED DRUMS A","NOS","1","12-Jul-2018","","","","","","",""
"1330","4706009","SUPPORTING SPRING FOR BIRTH GEAR FOR ROTA","NOS","12","26-Jul-1995","","608.16","","","","",""
"1331","4706075","RUBBER  LINED M.S. DISCHARGE PIECE  TYPE - B M","NOS","8","13-Nov-2006","22-Dec-2012","570.66","","","","",""
"1332","4706091","M.S. CONTAINER AS PER DRAWING NO.M.850 A/200","NOS","48","3-Oct-2016","30-Apr-2018","68355.00","","","","",""
"1333","4706096","RUBBERLINED G.I. SUCTION PIECES  BENDS FIG I I","NOS","1","19-Oct-2006","21-Feb-2012","38.50","","","","",""
"1334","4706099","RUBBERLINED G.I. SUCTION PIECES BENDS FIG I IN","NOS","1","19-Oct-2006","14-Mar-2013","25.85","","","","",""
"1335","4706155","RUBBER LINED SUCTION PIECES AS PER DRG NO M","NOS","5","19-Oct-2006","5-Mar-2016","12132.50","","","","",""
"1336","4706194","FABRICATION AND SUPPLY OF ROTOR (240 MM OD)","NOS","3","29-Jul-2016","22-Oct-2016","140784.00","","","","",""
"1337","4706197","DISCHARGE PIECES FOR SLURRY PUMPS AS PER","NOS","2","2-Jul-2010","27-Nov-2017","6993.40","","","","",""
"1338","4706210","FABRICATION AND SUPPLY OF ROTOR (320 MM OD)","NOS","2","10-Oct-2017","5-May-2016","106500.00","","","","",""
"1339","4706211","FABRICATION & SUPPLY OF M.S WELDED PIPE","NOS","1","26-Aug-2017","24-Mar-2018","7611.33","","","","",""
"1340","4706213","M.S.MACHINED SHAFT SIZE 65 MM DIA X 1000 MM","NOS","3","27-Jan-2017","30-Mar-2016","9602.00","","","","",""
"1341","4706227","POLYURETHANE LINED DISCHARGE PIECES FOR S","NOS","2","13-Apr-2017","6-Jun-2017","16804.00","","","","",""
"1342","4706230","EAGLE/REXELLO MAKE 500 KGS CAPACITY, 2 WHEE","NOS","1","8-May-2017","13-May-2017","6370.50","","","","",""
"1343","4706232","EAGLE/REXELLO MAKE PLATFORM TROLLEYS OF S","NOS","1","8-May-2017","","13954.00","","","","",""
"1344","4706233","FABRICATION AND SUPPLY OF M.S.WELDED PIPE","NOS","1","26-Aug-2017","16-Oct-2017","22733.00","","","","",""
"1345","4725056","HOT DIP GALVANIZED M.S.GRATINGS","NOS","1","16-Dec-2016","25-Jul-2018","48004.00","","","","",""
"1346","4725057","HOT DIP GALVANISED M.S.GRATINGS,","NOS","8","16-Dec-2016","26-Oct-2017","24572.44","","","","",""
"1347","4725068","FRP CHEQUERED PLATE OF SIZE 1000X1000X3 MM T","SQM","15","9-Jul-2018","21-Jul-2018","","","","","",""
"1348","4901007","CAST IRON PULLEY 100MM OD X 80MM","NOS","17","29-Dec-1998","19-May-2016","114.75","","","","",""
"1349","4910029","FENNER MAKE CAST IRON, GRADE 20, IS 210 TAPE","NOS","2","3-May-2017","9-Sep-2016","10109.90","","","","",""
"1350","4910043","FENNER MAKE CAST IRON, GRADE 20,IS 210, TAPE","NOS","2","3-May-2017","14-Mar-2014","4394.00","","","","",""
"1351","4910135","FENNER MAKE CAST IRON GRADE 20, IS 210, TAPE","NOS","2","3-May-2017","14-Mar-2014","4658.00","","","","",""
"1352","4910139","FENNER MAKE CAST IRON GRADE 20, IS 210, TAPE","NOS","1","3-May-2017","4-Jun-2018","4394.00","","","","",""
"1353","4910155","FENNER MAKE , CAST IRON GRADE 20,IS 210, TAPE","NOS","3","31-May-2017","2-Apr-2014","6211.00","","","","",""
"1354","4910159","FENNER MAKE TAPER LOCK PULLEY WITH TAPER L","NOS","3","30-Jun-2017","30-Mar-2012","2685.00","","","","",""
"1355","4910165","FENNER MAKE CAST IRON GRADE 20, IS 210 MAKE T","NOS","3","3-May-2017","25-Aug-2016","4306.00","","","","",""
"1356","4910169","FENNER MAKE CAST IRON GRADE 20 IS 210, TAPER","NOS","1","31-May-2017","20-Dec-2017","3106.00","","","","",""
"1357","4910193","FENNER MAKE CAST IRON GRADE 20, IS 210  TAPE","NOS","2","3-May-2017","21-Jul-2018","4679.00","","","","",""
"1358","4910200","FENNER MAKE CAST IRON GRADE 20, IS 210  TAPE","NOS","3","3-May-2017","25-Aug-2016","3983.00","","","","",""
"1359","4910246","FENNER MAKE,CAST IRON GRADE 20, IS 210, TAPE","NOS","3","3-May-2017","15-Mar-2013","5354.00","","","","",""
"1360","4910248","FENNER MAKE TAPER PULLEY, PCD - 236 MM X 5C, B","NOS","6","16-Jun-2005","29-Dec-2012","175.85","","","","",""
"1361","4910249","FENNER MAKE TAPER PULLEY, PCD - 180 MM X 5B, B","NOS","3","11-May-2005","1-Aug-2011","81.76","","","","",""
"1362","4910256","FENNER MAKE CAST IRON , GRADE 20, IS 210 TAPE","NOS","2","23-Jun-2017","20-Apr-2011","6304.00","","","","",""
"1363","4910257","FENNER MAKE CAST IRON, GRADE 20, IS 210 TAPE","NOS","1","11-May-2017","4-Mar-2016","3728.00","","","","",""
"1364","4910271","FENNER MAKE CAST IRON GRADE 20 , IS210,TAPER","NOS","2","3-May-2017","20-Apr-2011","3509.00","","","","",""
"1365","4910276","FENNER MAKE , CAST IRON GRADE 20,IS 210, TAPE","NOS","2","3-May-2017","4-Mar-2016","11835.00","","","","",""
"1366","4910287","FENNER MAKE , CAST IRON GRADE 20,IS 210, TAPE","NOS","2","3-May-2017","4-Mar-2016","5694.00","","","","",""
"1367","4910288","FENNER MAKE , CAST IRON GRADE 20,IS 210, TAPE","NOS","1","3-May-2017","16-May-2018","6555.00","","","","",""
"1368","4910289","FENNER MAKE , CAST IRON GRADE 20,IS 210, TAPE","NOS","1","27-Feb-2013","16-May-2018","6557.00","","","","",""
"1369","4910290","FENNER MAKE , CAST IRON GRADE 20,IS 210, TAPE","NOS","2","3-May-2017","4-Mar-2016","4658.00","","","","",""
"1370","4910314","FENNER MAKE C.I GRADE 20  IS 210 TAPER LOCK P","NOS","1","26-Nov-2016","10-Feb-2017","1449.69","","","","",""
"1371","4910336","FENNER MAKE C.I GRADE 20  IS 210 TAPER LOCK P","NOS","1","3-May-2017","10-Feb-2017","2054.00","","","","",""
"1372","4910338","FENNER MAKE C.I GRADE 20  IS 210 TAPER LOCK P","NOS","2","3-May-2017","1-Dec-2014","2096.00","","","","",""
"1373","4910340","FENNER MAKE C.I GRADE 20  IS 210 TAPER LOCK P","NOS","2","3-May-2017","10-Feb-2017","3955.00","","","","",""
"1374","4910343","FENNER MAKE CAST IRON GRADE 20, IS 210  TAPE","NOS","2","3-May-2017","25-Aug-2016","4107.00","","","","",""
"1375","4910344","FENNER MAKE CAST IRON GRADE 20, IS 210  TAPE","NOS","1","28-Nov-2015","16-Jan-2015","6041.00","","","","",""
"1376","4910354","FENNER MAKE C.I GRADE 20  IS 210 TAPER LOCK P","NOS","2","3-May-2017","","4394.00","","","","",""
"1377","4910355","FENNER MAKE C.I GRADE 20  IS 210 TAPER LOCK P","NOS","1","3-May-2017","21-Jul-2018","2185.00","","","","",""
"1378","4916007","V - GROOVE PULLY 265X5C TLB 3535.55MM BORE 16","NOS","1","28-Nov-1998","19-Jan-2000","134.99","","","","",""
"1379","4917004","FENNER MAKE TAPER LOCK BUSH OF SIZE  2517 W","NOS","1","3-May-2017","25-Aug-2016","531.00","","","","",""
"1380","4917005","BORE 3020 PO WITH  42MM DIA","NOS","6","17-Jan-1997","28-Mar-2013","74.51","","","","",""
"1381","4917012","FENNER TAPER LOCK BUSHES NO 2012 BORE 50m","NOS","2","28-Nov-1998","7-Apr-2008","14.00","","","","",""
"1382","4917018","FENNER MAKE TAPER LOCKER BUSH OF SIZE 302","NOS","5","3-May-2017","","3649.00","","","","",""
"1383","4917019","FENNER MAKE TAPER LOCKER BUSH OF SIZE 302","NOS","2","3-May-2017","","1458.00","","","","",""
"1384","4918005","ROTOR PULLY SINGLE GROOVE 4 TYPE-II","NOS","2","23-Jun-1995","24-May-1996","80.66","","","","",""
"1385","4918006","ROTOR PULLY SINGLE GROOVE 4 TYPE-III","NOS","2","23-Jun-1995","24-May-1996","71.77","","","","",""
"1386","4918007","ROTOR PULLY SINGLG GROOVE 4 TYPE IV","NOS","4","23-Jun-1995","","198.96","","","","",""
"1387","5001003","OIL SEAL 48 X 18 X 6 MM","NOS","232","","24-Feb-2016","15.13","","","","",""
"1388","5001020","OIL SEAL 09 X 19 X 6.3 MM","NOS","13","","8-Apr-2008","2.43","","","","",""
"1389","5001021","BARKER/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","20","18-Jan-2018","31-Oct-2017","1300.00","","","","",""
"1390","5001024","OIL SEAL 175 X 275 X 16 MM","NOS","12","","23-Apr-2005","8.23","","","","",""
"1391","5001036","OIL SEALS MADE OF NITRILE RUBBER 2 1/2 "" x 3 1/4 ""","NOS","49","2-Feb-2007","19-Mar-2015","4248.30","","","","",""
"1392","5001046","OIL SEAL AK 025047(7)","NOS","44","10-Jan-1992","8-Apr-2008","21.16","","","","",""
"1393","5001066","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","10","27-Sep-2016","26-Nov-2016","1430.00","","","","",""
"1394","5001072","OIL SEAL 32 X 45 X 7 MM","NOS","77","18-Sep-1998","22-Apr-2005","230.81","","","","",""
"1395","5001074","OIL SEAL 63 X 44 X 10 MM","NOS","102","18-Sep-1998","17-Oct-2017","136.55","","","","",""
"1396","5001086","OIL SEAL 38 X 54 X 8 MM","NOS","50","24-May-2000","24-Feb-2016","35.18","","","","",""
"1397","5001087","OIL SEAL 44 X 63 X 12 MM [DOUBLE LIP]","NOS","135","24-May-2000","17-Oct-2017","131.46","","","","",""
"1398","5001094","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","10","27-Sep-2016","26-Nov-2016","1880.00","","","","",""
"1399","5001096","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","20","27-Sep-2016","30-Jan-2016","3380.00","","","","",""
"1400","5001103","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","20","27-Sep-2016","30-Jan-2016","2140.00","","","","",""
"1401","5001107","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","15","27-Sep-2016","26-Nov-2016","2535.00","","","","",""
"1402","5001137","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","10","25-Jan-2017","3-Feb-2017","1428.00","","","","",""
"1403","5001146","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","10","25-Jan-2017","30-Jan-2016","1326.00","","","","",""
"1404","5001155","BARKER/PIONEER/SKF MAKE MI OIL SEAL(NITRILE R","NOS","5","4-Aug-2016","26-Nov-2016","202.75","","","","",""
"1405","5001156","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","8","1-Apr-2017","","1305.00","","","","",""
"1406","5001157","BARKAR/PIONEER/SKF  MAKE MI OIL SEAL (NITRILE","NOS","8","25-Jan-2017","","979.00","","","","",""
"1407","5003009","BARKAR/PIONEER/SKF  MAKE ""O"" RING GIBAULT JO","NOS","10","4-Aug-2016","13-Mar-2014","1507.00","","","","",""
"1408","5003013","BARKAR/PIONEER/SKF  MAKE ""O"" RING GIBAULT JO","NOS","10","4-Aug-2016","17-Mar-2014","1877.00","","","","",""
"1409","5003015","BARKAR/PIONEER/SKF  MAKE ""O"" RING GIBAULT JO","NOS","6","4-Aug-2016","11-Feb-2012","1356.00","","","","",""
"1410","5003038","""O"" RING (NITRILE RUBBER) OF SIZE 47.29MM ID X 2","NOS","10","25-Jan-2017","3-Feb-2017","122.50","","","","",""
"1411","5008008","HDPE PIPES ISI MARKED  CONFORMING TO","MTR","24","29-Jul-2013","21-Apr-2017","17338.73","","","","",""
"1412","5008009","HDPE PIPE  CONFORMING TO IS:4984/1995(WITH","MTR","90","29-Jan-2018","16-Mar-2017","37710.00","","","","",""
"1413","5008022","HDPE PIPE  CONFORMING TO IS:4984/1995(WITH","MTR","90","29-Jan-2018","15-Mar-2017","25380.00","","","","",""
"1414","5008027","HDPE PIPES ISI MARKED  CONFORMING TO","MTR","18","29-Jul-2013","12-Jan-2010","16960.50","","","","",""
"1415","5008030","HDPE PIPE  CONFORMING TO IS:4984/1995(WITH L","MTR","50","13-Oct-2017","16-Jun-2017","2850.00","","","","",""
"1416","5008035","HDPE PIPE  CONFORMING TO IS:4984/1995(WITH L","MTR","12","29-Jan-2018","13-Jun-2017","6564.00","","","","",""
"1417","5008042","HDPE PIPE  CONFORMING TO IS:4984/1995(WITH L","MTR","50","13-Oct-2017","18-Mar-2017","4400.00","","","","",""
"1418","5008043","HDPE PIPE CONFIRMING TO IS 4984/1995 PN6, PE80","MTR","84","7-Jul-2014","25-May-2017","14985.36","","","","",""
"1419","5010042","INTERNAL CUFF BENDOF NATURAL RUBBER WITH N","NOS","1","18-Feb-2016","25-Jul-2015","1600.00","","","","",""
"1420","5010044","STRAIGHT CUFF HOSE OF NATURAL RUBBER WITH","NOS","2","18-Feb-2016","25-Jul-2015","2200.00","","","","",""
"1421","5010048","STRAIGHT CUFF HOSEOF NATURAL RUBBER WITH N","NOS","4","18-Feb-2016","24-Feb-2012","2400.00","","","","",""
"1422","5010051","INTERNAL  CUFF BENDOF NATURAL RUBBER WITH N","NOS","3","18-Feb-2016","20-Jul-2015","2550.00","","","","",""
"1423","5010057","INTERNAL CUFF BEND OF NATURAL RUBBER WITH N","NOS","3","18-Feb-2016","8-May-2012","2250.00","","","","",""
"1424","5010070","INTERNAL  CUFF BEND OF NATURAL RUBBER WITH","NOS","2","18-Feb-2016","25-Jul-2015","2200.00","","","","",""
"1425","5010072","INTERNAL  CUFF BENDOF NATURAL RUBBER WITH N","NOS","1","18-Feb-2016","25-Jul-2015","1100.00","","","","",""
"1426","5012004","HDPE PIPE END LONG NECK , PN 6, PE 63 GRADE, S","NOS","13","27-Oct-2012","30-Sep-2017","520.00","","","","",""
"1427","5012007","HDPE PIPE END LONG NECK, PN 8, PE 80 GRADE, S","NOS","10","6-Apr-2016","16-Mar-2017","1841.17","","","","",""
"1428","5012008","HDPE PIPE END LONG NECK , PN 8, PE 80 GRADE,","NOS","20","6-Apr-2016","9-Feb-2015","6120.00","","","","",""
"1429","5012009","HDPE PIPE PIPE SIZE 20 MM OD 6 KG/CM2.","NOS","5","26-Nov-1992","15-Mar-2012","35.00","","","","",""
"1430","5012010","HDPE PIPE ENDS 25mm OD","NOS","20","9-Mar-2000","10-Jan-1992","19.15","","","","",""
"1431","5012017","HDPE PIPE ENDS 25mm 6KG/CM2 / 4KG CM2.","NOS","12","12-Aug-1998","","40.67","","","","",""
"1432","5012023","HDPE PIPE END LONG NECK PE-80, PN 6 , SIZE 160 M","NOS","23","2-Sep-2010","9-Feb-2013","6841.12","","","","",""
"1433","5016011","MATERIAL HANDLING HOSE 10KGS/cm2 BOTH END","NOS","1","","18-Jan-1999","127.45","","","","",""
"1434","5016022","MATERIAL HANDLING HOSE WITH BUILT IN FLANGE","NOS","1","23-Jun-2016","2-Jul-2018","6405.00","","","","",""
"1435","5016024","MATERIAL HANDLING HOSE WITH BUILT IN FLANGE","SET","2","11-Apr-2015","25-Jan-2003","6236.00","","","","",""
"1436","5016032","MATERIAL HANDLING RUBBER HOSE 125mm ID.","MTR","20","","20-Apr-2002","544.69","","","","",""
"1437","5016042","MATERIAL HANDLING HOSE WITH BUILT IN FLANGE","NOS","2","23-Jun-2016","12-Nov-2015","7221.00","","","","",""
"1438","5016051","MATERIAL HANDLING HOSE WITH BUILT IN FLANGE","NOS","1","11-Apr-2015","26-Sep-2014","7710.00","","","","",""
"1439","5016055","MATERIAL HANDLING HOSES WITH BUILT IN FLANG","NOS","1","18-Mar-2013","8-Feb-2018","150867.89","","","","",""
"1440","5016059","-DO- 125 MM ID X 750 MM LONG.","NOS","2","12-Apr-2016","8-Dec-2015","9158.00","","","","",""
"1441","5050011","RUBBER COLLER FOR 100 M.M PINCH VALVE AS PE","NOS","1","4-Mar-2009","18-May-2011","70.00","","","","",""
"1442","5101001","ISO TYPE 'B' 1"" PITCH SIMPLEX HIGH TENSILE STEE","NOS","1","1-Apr-1998","24-Oct-2000","172.37","","","","",""
"1443","5101023","1"" PITCH DUPLEX SPROCKET WHEEL, STATICALLY B","NOS","1","6-Dec-2017","18-Jul-2018","18368.00","","","","",""
"1444","5101024","1"" PITCH DUPLEX SPROCKET WHEEL, STATICALLY","NOS","3","6-Dec-2017","19-Jul-2017","6077.00","","","","",""
"1445","5101025","A SET OF 3/4"" PITCH SIMPLEX CHAIN &  SPROCKET W","SET","1","4-Jan-2013","20-Jul-2013","1500.00","","","","",""
"1446","5106018","ISO TYPE DUPLEX ROLLER CHAIN CONFORMING","NOS","1","15-Nov-2017","18-Jul-2018","9026.67","","","","",""
"1447","5201208","3.15 MM DIA WELDING ELECTRODE CPEM 021L&T EU","KGS","10","27-Aug-2015","","26400.00","","","","",""
"1448","5201211","L&T MAKE EUTEC CHAMFERTRODE ,4.00 MM DIA.","KGS","20","23-Nov-2015","30-May-2016","17280.00","","","","",""
"1449","5210004","D&H NORMA/ESAB/ADOR/OERLIKON MAKE M.S.","NOS","1785","26-Aug-2016","14-May-2018","8378.70","","","","",""
"1450","5212001","ESAB MAKE  ACETLENE GAS REGULATOR A-1.5 DU","NOS","1","29-Nov-2016","22-Jun-2016","4427.00","","","","",""
"1451","5212002","ESAB MAKE OXYGEN GAS REGULATOR 0-10Kg/cm2 D","NOS","1","29-Nov-2016","5-Jan-2018","4427.00","","","","",""
